Database of Origin,CSIRO National Virtual Core Library
Sample Description,See CSIRO Mineral Spectal Library for additional information
Date Added,2018-09-07 18:36:03.010853

Data ID,Albite_2_MIT_M1280  
Sample ID,M1280
Mineral Name,Albite
Locality,USA

Wavelength
691.0,0.61339545
692.0,0.613685861
693.0,0.613962891
694.0,0.614246172
695.0,0.614558127
696.0,0.614885954
697.0,0.615203567
698.0,0.615506195
699.0,0.615835661
700.0,0.616154229
701.0,0.616443673
702.0,0.61671056
703.0,0.617038921
704.0,0.617350694
705.0,0.617656232
706.0,0.618030775
707.0,0.618342669
708.0,0.618644904
709.0,0.61898121
710.0,0.619324545
711.0,0.619647164
712.0,0.619967403
713.0,0.620304352
714.0,0.620597586
715.0,0.620941347
716.0,0.621298921
717.0,0.621549692
718.0,0.621874367
719.0,0.622211235
720.0,0.622520253
721.0,0.622861883
722.0,0.623166482
723.0,0.623471267
724.0,0.623819573
725.0,0.624146825
726.0,0.624493969
727.0,0.624834069
728.0,0.625105864
729.0,0.625378098
730.0,0.625673773
731.0,0.625991128
732.0,0.62630194
733.0,0.626612254
734.0,0.626903173
735.0,0.627171182
736.0,0.627481305
737.0,0.62776056
738.0,0.628028455
739.0,0.628346751
740.0,0.628681165
741.0,0.629013961
742.0,0.629325541
743.0,0.629596362
744.0,0.629929746
745.0,0.630269375
746.0,0.630567845
747.0,0.630894967
748.0,0.631224903
749.0,0.631551167
750.0,0.631874909
751.0,0.63220556
752.0,0.632500352
753.0,0.632782096
754.0,0.633122856
755.0,0.63340369
756.0,0.633670723
757.0,0.633961572
758.0,0.634246122
759.0,0.634555404
760.0,0.634868631
761.0,0.635160411
762.0,0.635452797
763.0,0.635721799
764.0,0.635991799
765.0,0.636300296
766.0,0.636532669
767.0,0.636797694
768.0,0.637109731
769.0,0.637346701
770.0,0.637639932
771.0,0.637931457
772.0,0.638170363
773.0,0.638416464
774.0,0.638714367
775.0,0.639014904
776.0,0.639254577
777.0,0.63949186
778.0,0.639766518
779.0,0.640063771
780.0,0.64032962
781.0,0.640554531
782.0,0.640823257
783.0,0.641132087
784.0,0.641337988
785.0,0.641560906
786.0,0.64180972
787.0,0.642063648
788.0,0.642299464
789.0,0.642526979
790.0,0.642749713
791.0,0.642975729
792.0,0.643251661
793.0,0.643482675
794.0,0.643690352
795.0,0.643975746
796.0,0.64421565
797.0,0.644423895
798.0,0.644630919
799.0,0.644862787
800.0,0.645058695
801.0,0.645269757
802.0,0.645519618
803.0,0.645684747
804.0,0.645894065
805.0,0.646136544
806.0,0.646355948
807.0,0.646551561
808.0,0.646764794
809.0,0.6469873
810.0,0.647180204
811.0,0.647357473
812.0,0.647559934
813.0,0.647778601
814.0,0.647947212
815.0,0.64809576
816.0,0.648281965
817.0,0.648502203
818.0,0.648620704
819.0,0.648752172
820.0,0.648915821
821.0,0.649098585
822.0,0.64928361
823.0,0.649458062
824.0,0.649618779
825.0,0.649769127
826.0,0.649909088
827.0,0.650051234
828.0,0.65019386
829.0,0.65032617
830.0,0.650480081
831.0,0.650621023
832.0,0.650738901
833.0,0.650865515
834.0,0.651018271
835.0,0.651156308
836.0,0.651256359
837.0,0.65135308
838.0,0.651467201
839.0,0.651581107
840.0,0.651680974
841.0,0.651808624
842.0,0.651932519
843.0,0.652036266
844.0,0.652117986
845.0,0.652207033
846.0,0.652291212
847.0,0.652379074
848.0,0.652489544
849.0,0.652605531
850.0,0.652693802
851.0,0.65277014
852.0,0.652891193
853.0,0.652971245
854.0,0.653052033
855.0,0.653145861
856.0,0.653196035
857.0,0.653289222
858.0,0.653386851
859.0,0.653456706
860.0,0.653542035
861.0,0.653608
862.0,0.653649596
863.0,0.653686765
864.0,0.65378968
865.0,0.653841622
866.0,0.653868708
867.0,0.65393243
868.0,0.653974578
869.0,0.654042774
870.0,0.654129683
871.0,0.654203321
872.0,0.654287707
873.0,0.654389785
874.0,0.65446341
875.0,0.654454161
876.0,0.654545966
877.0,0.654585686
878.0,0.654568959
879.0,0.654659198
880.0,0.654782811
881.0,0.65484919
882.0,0.654867784
883.0,0.654969196
884.0,0.655047842
885.0,0.65512605
886.0,0.655211113
887.0,0.655250187
888.0,0.655294387
889.0,0.655371343
890.0,0.65546673
891.0,0.655496644
892.0,0.65554151
893.0,0.655650521
894.0,0.65580055
895.0,0.65581306
896.0,0.6558028
897.0,0.655853573
898.0,0.655973082
899.0,0.655965948
900.0,0.656003269
901.0,0.656106262
902.0,0.656222307
903.0,0.656272385
904.0,0.656282949
905.0,0.656311279
906.0,0.656388373
907.0,0.65636948
908.0,0.656455754
909.0,0.656591543
910.0,0.656621665
911.0,0.656653105
912.0,0.656662029
913.0,0.656703384
914.0,0.656833518
915.0,0.656850922
916.0,0.656922371
917.0,0.657026417
918.0,0.657048201
919.0,0.657192263
920.0,0.65728436
921.0,0.65731942
922.0,0.657415272
923.0,0.657527684
924.0,0.657552223
925.0,0.657553223
926.0,0.657683306
927.0,0.657754064
928.0,0.657825343
929.0,0.657901921
930.0,0.6579356
931.0,0.65794083
932.0,0.657980314
933.0,0.658034702
934.0,0.658036041
935.0,0.658088936
936.0,0.658197001
937.0,0.658322235
938.0,0.658400936
939.0,0.658370392
940.0,0.658390869
941.0,0.658454849
942.0,0.658434751
943.0,0.658490673
944.0,0.65847947
945.0,0.658368909
946.0,0.658233297
947.0,0.658083646
948.0,0.657977131
949.0,0.657897956
950.0,0.657779847
951.0,0.657600185
952.0,0.657483753
953.0,0.657364329
954.0,0.657104929
955.0,0.65693846
956.0,0.656850634
957.0,0.656760132
958.0,0.6566058
959.0,0.65657771
960.0,0.656604802
961.0,0.656602779
962.0,0.656556476
963.0,0.656724933
964.0,0.65693974
965.0,0.657140614
966.0,0.65736876
967.0,0.65779258
968.0,0.658311806
969.0,0.658841959
970.0,0.659323396
971.0,0.659749634
972.0,0.660129759
973.0,0.6604939
974.0,0.66085254
975.0,0.661151805
976.0,0.661370696
977.0,0.661519522
978.0,0.661675868
979.0,0.662007569
980.0,0.662124245
981.0,0.662191748
982.0,0.662376864
983.0,0.662608226
984.0,0.662684456
985.0,0.662658189
986.0,0.662689917
987.0,0.662939319
988.0,0.662980439
989.0,0.663116316
990.0,0.663404254
991.0,0.663596986
992.0,0.663752456
993.0,0.663904586
994.0,0.66402165
995.0,0.664071342
996.0,0.664270182
997.0,0.664300946
998.0,0.664265593
999.0,0.664424779
1000.0,0.664722991
1001.0,0.664370949
1002.0,0.664388518
1003.0,0.664389761
1004.0,0.664416843
1005.0,0.664354051
1006.0,0.66435502
1007.0,0.664415564
1008.0,0.664441486
1009.0,0.664449997
1010.0,0.664495037
1011.0,0.664495352
1012.0,0.664490774
1013.0,0.664487321
1014.0,0.664439361
1015.0,0.664456095
1016.0,0.664452017
1017.0,0.664400152
1018.0,0.664424503
1019.0,0.664444406
1020.0,0.664451305
1021.0,0.664448361
1022.0,0.664460829
1023.0,0.66444139
1024.0,0.664426548
1025.0,0.664402968
1026.0,0.664395495
1027.0,0.664383391
1028.0,0.664362357
1029.0,0.66439285
1030.0,0.664425046
1031.0,0.664447246
1032.0,0.664453226
1033.0,0.664427963
1034.0,0.664443392
1035.0,0.664502324
1036.0,0.664542875
1037.0,0.664606731
1038.0,0.664655789
1039.0,0.664668967
1040.0,0.664644764
1041.0,0.664640015
1042.0,0.664658697
1043.0,0.664627977
1044.0,0.664606378
1045.0,0.664644439
1046.0,0.66467842
1047.0,0.66471218
1048.0,0.664754007
1049.0,0.664777167
1050.0,0.66480277
1051.0,0.66480635
1052.0,0.664829336
1053.0,0.664883489
1054.0,0.66489806
1055.0,0.664850838
1056.0,0.664838897
1057.0,0.664813804
1058.0,0.664777709
1059.0,0.664834848
1060.0,0.664863079
1061.0,0.664837277
1062.0,0.664896702
1063.0,0.664930515
1064.0,0.664868899
1065.0,0.664810733
1066.0,0.664752569
1067.0,0.664649181
1068.0,0.664526958
1069.0,0.664486175
1070.0,0.664464124
1071.0,0.66443207
1072.0,0.664415703
1073.0,0.66436828
1074.0,0.664338625
1075.0,0.664316123
1076.0,0.66419658
1077.0,0.664072812
1078.0,0.664005877
1079.0,0.663937556
1080.0,0.663873435
1081.0,0.663903183
1082.0,0.663855535
1083.0,0.663754956
1084.0,0.663662856
1085.0,0.66357369
1086.0,0.663448176
1087.0,0.663356988
1088.0,0.663267953
1089.0,0.663203205
1090.0,0.663162561
1091.0,0.663086403
1092.0,0.663018948
1093.0,0.662947021
1094.0,0.662846255
1095.0,0.662763259
1096.0,0.662714051
1097.0,0.662626247
1098.0,0.662522159
1099.0,0.662409703
1100.0,0.662279197
1101.0,0.662168511
1102.0,0.662091277
1103.0,0.662002095
1104.0,0.661935808
1105.0,0.661849408
1106.0,0.661757341
1107.0,0.661722188
1108.0,0.661641152
1109.0,0.661554553
1110.0,0.661465009
1111.0,0.661322054
1112.0,0.661227541
1113.0,0.661180535
1114.0,0.661096711
1115.0,0.660999724
1116.0,0.660939509
1117.0,0.660849049
1118.0,0.660763652
1119.0,0.660718626
1120.0,0.660648005
1121.0,0.660584124
1122.0,0.66055757
1123.0,0.660524405
1124.0,0.660495286
1125.0,0.66043688
1126.0,0.660335665
1127.0,0.660282186
1128.0,0.660217704
1129.0,0.660176826
1130.0,0.660204763
1131.0,0.660186548
1132.0,0.660137853
1133.0,0.66011554
1134.0,0.660090822
1135.0,0.660034737
1136.0,0.660034912
1137.0,0.660026434
1138.0,0.660004406
1139.0,0.660009957
1140.0,0.65998546
1141.0,0.659927418
1142.0,0.659905331
1143.0,0.6599016
1144.0,0.659858019
1145.0,0.659799869
1146.0,0.659765481
1147.0,0.659733701
1148.0,0.659682504
1149.0,0.659640841
1150.0,0.659578822
1151.0,0.659516136
1152.0,0.659493397
1153.0,0.659513765
1154.0,0.659529197
1155.0,0.65950697
1156.0,0.659451647
1157.0,0.659432616
1158.0,0.659431603
1159.0,0.659406217
1160.0,0.659387289
1161.0,0.659362659
1162.0,0.659304096
1163.0,0.659255763
1164.0,0.659243477
1165.0,0.659197188
1166.0,0.659114062
1167.0,0.659047866
1168.0,0.659021793
1169.0,0.65896289
1170.0,0.658904191
1171.0,0.658862948
1172.0,0.65881501
1173.0,0.658778386
1174.0,0.658733757
1175.0,0.658707343
1176.0,0.658673131
1177.0,0.658626245
1178.0,0.658571011
1179.0,0.658514489
1180.0,0.65847154
1181.0,0.658406084
1182.0,0.65836966
1183.0,0.658379047
1184.0,0.658361256
1185.0,0.658333129
1186.0,0.658317733
1187.0,0.658290111
1188.0,0.658250452
1189.0,0.658223221
1190.0,0.658193357
1191.0,0.658149641
1192.0,0.658107456
1193.0,0.658059075
1194.0,0.657982222
1195.0,0.65794216
1196.0,0.65792959
1197.0,0.657901806
1198.0,0.657883385
1199.0,0.657868813
1200.0,0.657840237
1201.0,0.65781699
1202.0,0.657822518
1203.0,0.657799945
1204.0,0.657752806
1205.0,0.65771944
1206.0,0.657681558
1207.0,0.657655324
1208.0,0.657655623
1209.0,0.657650546
1210.0,0.657625588
1211.0,0.657596275
1212.0,0.657549379
1213.0,0.657466498
1214.0,0.657422049
1215.0,0.657395474
1216.0,0.657347883
1217.0,0.657310106
1218.0,0.657258733
1219.0,0.657173674
1220.0,0.657111826
1221.0,0.657075155
1222.0,0.657016741
1223.0,0.656961419
1224.0,0.656881472
1225.0,0.656784162
1226.0,0.656715737
1227.0,0.656644525
1228.0,0.656580231
1229.0,0.656510793
1230.0,0.656449173
1231.0,0.656362363
1232.0,0.656251277
1233.0,0.656170371
1234.0,0.656095945
1235.0,0.656017102
1236.0,0.655966301
1237.0,0.655878058
1238.0,0.655735949
1239.0,0.655647558
1240.0,0.655571613
1241.0,0.655501696
1242.0,0.65545787
1243.0,0.655425049
1244.0,0.655400948
1245.0,0.655366872
1246.0,0.655378033
1247.0,0.655376629
1248.0,0.655351475
1249.0,0.655345442
1250.0,0.655357585
1251.0,0.655384575
1252.0,0.655406447
1253.0,0.655449795
1254.0,0.65547877
1255.0,0.655489766
1256.0,0.655514726
1257.0,0.655559293
1258.0,0.655582559
1259.0,0.655598605
1260.0,0.655612434
1261.0,0.655625441
1262.0,0.655615457
1263.0,0.655592254
1264.0,0.6555691
1265.0,0.655529003
1266.0,0.655484297
1267.0,0.655427883
1268.0,0.655390771
1269.0,0.655357308
1270.0,0.655277575
1271.0,0.655215976
1272.0,0.655163958
1273.0,0.655099412
1274.0,0.655023499
1275.0,0.654945878
1276.0,0.654853167
1277.0,0.654784282
1278.0,0.654736315
1279.0,0.654656325
1280.0,0.654588872
1281.0,0.654491084
1282.0,0.65432905
1283.0,0.654215208
1284.0,0.65413891
1285.0,0.654022678
1286.0,0.653900422
1287.0,0.653775922
1288.0,0.653620563
1289.0,0.653467146
1290.0,0.653352602
1291.0,0.653236972
1292.0,0.653095948
1293.0,0.652929122
1294.0,0.65275429
1295.0,0.652548018
1296.0,0.652349208
1297.0,0.652161638
1298.0,0.651934894
1299.0,0.65168398
1300.0,0.651420875
1301.0,0.651132674
1302.0,0.650839867
1303.0,0.650538464
1304.0,0.650228667
1305.0,0.649899396
1306.0,0.649575906
1307.0,0.649246595
1308.0,0.648922357
1309.0,0.648612458
1310.0,0.648289195
1311.0,0.647964973
1312.0,0.647631156
1313.0,0.647284922
1314.0,0.646936755
1315.0,0.646593248
1316.0,0.646265986
1317.0,0.645941686
1318.0,0.645628796
1319.0,0.645316821
1320.0,0.645021125
1321.0,0.644697454
1322.0,0.644344498
1323.0,0.644051175
1324.0,0.643776487
1325.0,0.643488618
1326.0,0.643218209
1327.0,0.642979687
1328.0,0.642737986
1329.0,0.642507072
1330.0,0.642309271
1331.0,0.642127586
1332.0,0.641956636
1333.0,0.641773443
1334.0,0.641608814
1335.0,0.641455626
1336.0,0.641298338
1337.0,0.641129074
1338.0,0.641002914
1339.0,0.64083056
1340.0,0.640618542
1341.0,0.640396329
1342.0,0.640148031
1343.0,0.639902651
1344.0,0.639570147
1345.0,0.639198975
1346.0,0.638777834
1347.0,0.638273711
1348.0,0.637800263
1349.0,0.637327318
1350.0,0.63679782
1351.0,0.636222932
1352.0,0.635682703
1353.0,0.63510174
1354.0,0.634555727
1355.0,0.634017056
1356.0,0.63353772
1357.0,0.633088313
1358.0,0.632644014
1359.0,0.632234465
1360.0,0.631859232
1361.0,0.631478399
1362.0,0.631143033
1363.0,0.630908845
1364.0,0.630619856
1365.0,0.6303593
1366.0,0.63003187
1367.0,0.629722019
1368.0,0.629290777
1369.0,0.628792286
1370.0,0.628225183
1371.0,0.627505131
1372.0,0.62669266
1373.0,0.625698901
1374.0,0.624579276
1375.0,0.6232891
1376.0,0.62181487
1377.0,0.620271237
1378.0,0.618580071
1379.0,0.616819151
1380.0,0.614921439
1381.0,0.613031264
1382.0,0.61104901
1383.0,0.609081093
1384.0,0.607111403
1385.0,0.605112213
1386.0,0.603080654
1387.0,0.60103418
1388.0,0.598968005
1389.0,0.596879259
1390.0,0.594748348
1391.0,0.592630477
1392.0,0.590451811
1393.0,0.588356586
1394.0,0.586229675
1395.0,0.584229373
1396.0,0.582290905
1397.0,0.580451712
1398.0,0.578715026
1399.0,0.577057191
1400.0,0.575450368
1401.0,0.57400251
1402.0,0.572581271
1403.0,0.571248117
1404.0,0.569936335
1405.0,0.568646697
1406.0,0.567506471
1407.0,0.566348468
1408.0,0.565550906
1409.0,0.564846411
1410.0,0.564623011
1411.0,0.564622276
1412.0,0.565173279
1413.0,0.566107257
1414.0,0.567554193
1415.0,0.569548471
1416.0,0.57182748
1417.0,0.574724575
1418.0,0.577539671
1419.0,0.580757177
1420.0,0.583746304
1421.0,0.586888319
1422.0,0.589705413
1423.0,0.592486515
1424.0,0.594904117
1425.0,0.597054004
1426.0,0.598950832
1427.0,0.600522732
1428.0,0.601948467
1429.0,0.603108376
1430.0,0.604156946
1431.0,0.604989732
1432.0,0.60576348
1433.0,0.606384604
1434.0,0.606956483
1435.0,0.607425483
1436.0,0.607872101
1437.0,0.608253212
1438.0,0.608605475
1439.0,0.608916886
1440.0,0.609194083
1441.0,0.609446722
1442.0,0.609646951
1443.0,0.609856391
1444.0,0.610053867
1445.0,0.610238524
1446.0,0.610410438
1447.0,0.610566142
1448.0,0.610699558
1449.0,0.610841589
1450.0,0.610979771
1451.0,0.611102039
1452.0,0.611218954
1453.0,0.611332421
1454.0,0.611433374
1455.0,0.611522905
1456.0,0.611597345
1457.0,0.61169541
1458.0,0.611799671
1459.0,0.611882656
1460.0,0.611968448
1461.0,0.612060812
1462.0,0.612119443
1463.0,0.612213189
1464.0,0.612344306
1465.0,0.61246732
1466.0,0.612579261
1467.0,0.612721573
1468.0,0.612889601
1469.0,0.613054653
1470.0,0.613225253
1471.0,0.613418809
1472.0,0.613623582
1473.0,0.61383486
1474.0,0.614073882
1475.0,0.614309807
1476.0,0.614547676
1477.0,0.614784517
1478.0,0.615028854
1479.0,0.615269181
1480.0,0.615513209
1481.0,0.615743218
1482.0,0.615958906
1483.0,0.616179715
1484.0,0.616411847
1485.0,0.616632239
1486.0,0.616853713
1487.0,0.617083284
1488.0,0.617315949
1489.0,0.617542347
1490.0,0.617766357
1491.0,0.618014972
1492.0,0.618210832
1493.0,0.618360778
1494.0,0.618557884
1495.0,0.618756033
1496.0,0.618945225
1497.0,0.619161919
1498.0,0.619345534
1499.0,0.619493506
1500.0,0.619658899
1501.0,0.619835899
1502.0,0.619988098
1503.0,0.620127407
1504.0,0.620264691
1505.0,0.620389621
1506.0,0.620511203
1507.0,0.620630025
1508.0,0.620741156
1509.0,0.620847971
1510.0,0.62094165
1511.0,0.621019526
1512.0,0.621106056
1513.0,0.62118574
1514.0,0.621266773
1515.0,0.621349626
1516.0,0.621438079
1517.0,0.621520642
1518.0,0.621613405
1519.0,0.62171748
1520.0,0.62182509
1521.0,0.621943908
1522.0,0.62205286
1523.0,0.622167399
1524.0,0.622269761
1525.0,0.622349848
1526.0,0.622449247
1527.0,0.622561577
1528.0,0.622661232
1529.0,0.62277505
1530.0,0.622864592
1531.0,0.62292371
1532.0,0.622994628
1533.0,0.623073114
1534.0,0.623129905
1535.0,0.623169016
1536.0,0.623219314
1537.0,0.623269656
1538.0,0.623302394
1539.0,0.623330137
1540.0,0.623364447
1541.0,0.623383031
1542.0,0.623401227
1543.0,0.623439831
1544.0,0.623461044
1545.0,0.623464582
1546.0,0.623465261
1547.0,0.623454258
1548.0,0.623447262
1549.0,0.623443812
1550.0,0.623431141
1551.0,0.623394326
1552.0,0.62336315
1553.0,0.623339984
1554.0,0.623310298
1555.0,0.623287148
1556.0,0.623271568
1557.0,0.623248273
1558.0,0.623210283
1559.0,0.623160955
1560.0,0.623122695
1561.0,0.623070694
1562.0,0.62300285
1563.0,0.622981932
1564.0,0.622964487
1565.0,0.622906832
1566.0,0.622854023
1567.0,0.62280297
1568.0,0.62273833
1569.0,0.622690931
1570.0,0.622659135
1571.0,0.622611047
1572.0,0.622555194
1573.0,0.622507885
1574.0,0.622474275
1575.0,0.622422472
1576.0,0.622357109
1577.0,0.622306459
1578.0,0.622261974
1579.0,0.622196172
1580.0,0.622124782
1581.0,0.622066608
1582.0,0.621998002
1583.0,0.621935623
1584.0,0.621899262
1585.0,0.621822353
1586.0,0.621709706
1587.0,0.62163768
1588.0,0.621571766
1589.0,0.621501384
1590.0,0.621453006
1591.0,0.621376151
1592.0,0.621274993
1593.0,0.621191042
1594.0,0.621109131
1595.0,0.621030584
1596.0,0.620955275
1597.0,0.62087419
1598.0,0.620799979
1599.0,0.620704989
1600.0,0.62059275
1601.0,0.620496823
1602.0,0.620392533
1603.0,0.620303641
1604.0,0.620234862
1605.0,0.620148286
1606.0,0.620058905
1607.0,0.619969228
1608.0,0.619871601
1609.0,0.619780665
1610.0,0.619700903
1611.0,0.619593074
1612.0,0.619475247
1613.0,0.619366012
1614.0,0.619233562
1615.0,0.619124183
1616.0,0.619032949
1617.0,0.618932117
1618.0,0.618839755
1619.0,0.618737817
1620.0,0.618632351
1621.0,0.61851855
1622.0,0.618396658
1623.0,0.618272141
1624.0,0.618142223
1625.0,0.618013128
1626.0,0.617879931
1627.0,0.617743455
1628.0,0.61760522
1629.0,0.617468081
1630.0,0.617326012
1631.0,0.617189993
1632.0,0.617057596
1633.0,0.616924362
1634.0,0.61679895
1635.0,0.616653803
1636.0,0.616502917
1637.0,0.616347988
1638.0,0.616180727
1639.0,0.616006658
1640.0,0.615823006
1641.0,0.615622298
1642.0,0.615440403
1643.0,0.61527855
1644.0,0.615115279
1645.0,0.614936095
1646.0,0.614750698
1647.0,0.614565598
1648.0,0.614370941
1649.0,0.614185188
1650.0,0.614017456
1651.0,0.613841879
1652.0,0.613652893
1653.0,0.613474869
1654.0,0.613298585
1655.0,0.613099277
1656.0,0.612912043
1657.0,0.612747851
1658.0,0.612555658
1659.0,0.612377697
1660.0,0.612228529
1661.0,0.612020286
1662.0,0.611791893
1663.0,0.611585404
1664.0,0.611373969
1665.0,0.611187517
1666.0,0.611016598
1667.0,0.610847993
1668.0,0.610675907
1669.0,0.610505214
1670.0,0.610377208
1671.0,0.610256227
1672.0,0.61009861
1673.0,0.609925007
1674.0,0.609771372
1675.0,0.609626808
1676.0,0.609482738
1677.0,0.609383231
1678.0,0.609279702
1679.0,0.609125247
1680.0,0.608988463
1681.0,0.608861585
1682.0,0.608715163
1683.0,0.608593033
1684.0,0.608479138
1685.0,0.608351567
1686.0,0.608240878
1687.0,0.608142552
1688.0,0.608045636
1689.0,0.60794625
1690.0,0.607809671
1691.0,0.607670109
1692.0,0.607540612
1693.0,0.607404777
1694.0,0.60729368
1695.0,0.607198921
1696.0,0.607094125
1697.0,0.606998137
1698.0,0.606898962
1699.0,0.606798864
1700.0,0.606696747
1701.0,0.606594756
1702.0,0.606494334
1703.0,0.606382775
1704.0,0.606283837
1705.0,0.606197162
1706.0,0.606113001
1707.0,0.606036793
1708.0,0.605951893
1709.0,0.605864435
1710.0,0.605775452
1711.0,0.6056814
1712.0,0.605597338
1713.0,0.605522389
1714.0,0.605438457
1715.0,0.605345938
1716.0,0.605270848
1717.0,0.605201643
1718.0,0.60514011
1719.0,0.605096209
1720.0,0.605022399
1721.0,0.604948523
1722.0,0.604824025
1723.0,0.604713006
1724.0,0.604614758
1725.0,0.604492118
1726.0,0.60436971
1727.0,0.60425877
1728.0,0.60414729
1729.0,0.604016363
1730.0,0.603895193
1731.0,0.603797393
1732.0,0.603661395
1733.0,0.603527184
1734.0,0.603403156
1735.0,0.603236262
1736.0,0.603095531
1737.0,0.60296559
1738.0,0.602801972
1739.0,0.602680137
1740.0,0.602583382
1741.0,0.602457383
1742.0,0.602343751
1743.0,0.602242417
1744.0,0.602110941
1745.0,0.601985774
1746.0,0.601902032
1747.0,0.601805974
1748.0,0.601702399
1749.0,0.601622079
1750.0,0.601524253
1751.0,0.601436325
1752.0,0.601378901
1753.0,0.601304935
1754.0,0.601256764
1755.0,0.601196039
1756.0,0.601106147
1757.0,0.601048147
1758.0,0.600994703
1759.0,0.600957431
1760.0,0.600960232
1761.0,0.600932938
1762.0,0.600898351
1763.0,0.600870405
1764.0,0.6008253
1765.0,0.600786709
1766.0,0.600785254
1767.0,0.60077778
1768.0,0.600738577
1769.0,0.600720177
1770.0,0.600729209
1771.0,0.600725359
